OriginAirportName,DestAirportName,AverageArrivalDelay
Ontario International,Metropolitan Oakland International,1.1830065359477124
Sacramento International,Long Beach Airport,1.1702127659574468
Salt Lake City International,Charlotte Douglas International,1.162162162162162
Detroit Metro Wayne County,Richmond International,1.1428571428571428
Phoenix Sky Harbor International,Eppley Airfield,1.1395348837209303
Charlotte Douglas International,Minneapolis-St Paul International,1.1374045801526718
Austin - Bergstrom International,William P Hobby,1.13
San Antonio International,Baltimore/Washington International Thurgood Marshall,1.1063829787234043
Newark Liberty International,Pittsburgh International,1.096774193548387
Charlotte Douglas International,Sacramento International,1.0909090909090908
San Diego International,Newark Liberty International,1.0853658536585367
Honolulu International,Washington Dulles International,1.0833333333333333
Minneapolis-St Paul International,Will Rogers World,1.0784313725490196
John Wayne Airport-Orange County,Hartsfield-Jackson Atlanta International,1.0769230769230769
Pittsburgh International,Logan International,1.0595238095238095
Washington Dulles International,San Diego International,1.0508474576271187
Salt Lake City International,Long Beach Airport,1.0413223140495869
Bob Hope,Seattle/Tacoma International,1.0410958904109588
General Mitchell International,Hartsfield-Jackson Atlanta International,1.0128755364806867
General Mitchell International,Ronald Reagan Washington National,1.0
John F. Kennedy International,Salt Lake City International,1.0
San Francisco International,Pittsburgh International,1.0
John F. Kennedy International,Albuquerque International Sunport,1.0
Phoenix Sky Harbor International,Detroit Metro Wayne County,0.9935064935064936
George Bush Intercontinental/Houston,Washington Dulles International,0.984251968503937
Indianapolis International,Phoenix Sky Harbor International,0.9764705882352941
Norfolk International,Charlotte Douglas International,0.9724137931034482
Buffalo Niagara International,Tampa International,0.9714285714285714
Seattle/Tacoma International,Albuquerque International Sunport,0.96875
Logan International,Long Beach Airport,0.9583333333333334
John F. Kennedy International,Charlotte Douglas International,0.9513888888888888
John Wayne Airport-Orange County,Dallas/Fort Worth International,0.943127962085308
Southwest Florida International,Lambert-St. Louis International,0.9393939393939394
Salt Lake City International,Eppley Airfield,0.926829268292683
Ted Stevens Anchorage International,Phoenix Sky Harbor International,0.9230769230769231
Portland International,McCarran International,0.9107142857142857
Portland International,Phoenix Sky Harbor International,0.8939393939393939
Portland International,Logan International,0.8913043478260869
Southwest Florida International,Philadelphia International,0.88
San Francisco International,George Bush Intercontinental/Houston,0.8584905660377359
Sacramento International,Honolulu International,0.8571428571428571
Louis Armstrong New Orleans International,John F. Kennedy International,0.8571428571428571
Los Angeles International,Charlotte Douglas International,0.8512396694214877
Southwest Florida International,Indianapolis International,0.8478260869565217
Sacramento International,Denver International,0.8391959798994975
Nashville International,Baltimore/Washington International Thurgood Marshall,0.83
Miami International,Dallas/Fort Worth International,0.8223350253807107
Phoenix Sky Harbor International,Seattle/Tacoma International,0.8166666666666667
Phoenix Sky Harbor International,Pittsburgh International,0.8
McCarran International,Buffalo Niagara International,0.8
Minneapolis-St Paul International,Nashville International,0.7777777777777778
Portland International,Sacramento International,0.7651515151515151
Orlando International,Minneapolis-St Paul International,0.7596153846153846
Will Rogers World,Kansas City International,0.72
Southwest Florida International,Chicago O'Hare International,0.7192982456140351
Southwest Florida International,Bradley International,0.7142857142857143
Pittsburgh International,Miami International,0.7
Honolulu International,San Francisco International,0.6896551724137931
Newark Liberty International,Phoenix Sky Harbor International,0.6865671641791045
Southwest Florida International,Charlotte Douglas International,0.6851851851851852
Detroit Metro Wayne County,San Francisco International,0.6732673267326733
Minneapolis-St Paul International,Bradley International,0.6712328767123288
Southwest Florida International,Newark Liberty International,0.6621621621621622
Austin - Bergstrom International,John F. Kennedy International,0.6582278481012658
Philadelphia International,Memphis International,0.6571428571428571
Baltimore/Washington International Thurgood Marshall,Cleveland-Hopkins International,0.6464646464646465
Jacksonville International,Dallas/Fort Worth International,0.6410256410256411
Port Columbus International,Fort Lauderdale-Hollywood International,0.6363636363636364
Dallas/Fort Worth International,John F. Kennedy International,0.6363636363636364
Kansas City International,Cleveland-Hopkins International,0.6274509803921569
Lambert-St. Louis International,Ronald Reagan Washington National,0.6185567010309279
San Antonio International,McCarran International,0.6172839506172839
Seattle/Tacoma International,Lambert-St. Louis International,0.6170212765957447
Newark Liberty International,Seattle/Tacoma International,0.6115702479338843
Portland International,Chicago O'Hare International,0.6040268456375839
Theodore Francis Green State,Baltimore/Washington International Thurgood Marshall,0.5989847715736041
Portland International,Los Angeles International,0.5887850467289719
Charlotte Douglas International,Seattle/Tacoma International,0.5606060606060606
Hartsfield-Jackson Atlanta International,Dallas/Fort Worth International,0.5572687224669604
Portland International,Honolulu International,0.5526315789473685
Reno/Tahoe International,Portland International,0.5476190476190477
Philadelphia International,Sacramento International,0.5384615384615384
Cleveland-Hopkins International,Hartsfield-Jackson Atlanta International,0.5256410256410257
Newark Liberty International,Logan International,0.5049180327868853
George Bush Intercontinental/Houston,Portland International,0.5
Albuquerque International Sunport,Portland International,0.5
Phoenix Sky Harbor International,Reno/Tahoe International,0.49710982658959535
Fort Lauderdale-Hollywood International,George Bush Intercontinental/Houston,0.49514563106796117
Metropolitan Oakland International,Long Beach Airport,0.4810126582278481
Raleigh-Durham International,Chicago Midway International,0.4782608695652174
Orlando International,Detroit Metro Wayne County,0.47058823529411764
George Bush Intercontinental/Houston,Louis Armstrong New Orleans International,0.4605263157894737
San Francisco International,Charlotte Douglas International,0.45689655172413796
Buffalo Niagara International,Charlotte Douglas International,0.41333333333333333
Honolulu International,Los Angeles International,0.4045584045584046
Louis Armstrong New Orleans International,George Bush Intercontinental/Houston,0.3671497584541063
Charlotte Douglas International,Luis Munoz Marin International,0.36585365853658536
Honolulu International,San Diego International,0.3611111111111111
Tampa International,Austin - Bergstrom International,0.35294117647058826
LaGuardia,George Bush Intercontinental/Houston,0.3515151515151515
Logan International,Detroit Metro Wayne County,0.33884297520661155
Tampa International,Phoenix Sky Harbor International,0.3380281690140845
Los Angeles International,Cincinnati/Northern Kentucky International,0.3333333333333333
Cleveland-Hopkins International,Orlando International,0.3333333333333333
McCarran International,Jacksonville International,0.3333333333333333
Eppley Airfield,Minneapolis-St Paul International,0.3277310924369748
